274,104948,26.4,13.3,166,420,9181,13.4,8.2,1761,3
553,104666,29.7,10.2,113,263,4682,11.9,7.3,1397,3
369,104233,34.8,10.7,139,237,3651,5.1,6.5,1791,1
514,103877,25.4,14.6,114,421,4433,4.5,5.6,1876,2
506,103461,25.2,11.3,86,195,625,6.8,6.3,1691,2
529,103281,25.5,10.2,96,259,3285,7,6.8,1706,3
1766,102874,34.4,9.8,343,643,3401,7.3,2.5,1674,2
666,102637,31.6,9.4,88,214,7138,16.9,9.4,1211,3
241,102583,30.4,4.8,39,160,2689,3.5,2.6,1655,2
513,102525,28.5,12.5,123,254,1397,6,9.2,1853,1
1390,101469,33.7,7.7,82,180,4449,15,12.8,1411,4
555,101461,26.3,11.6,84,155,2377,8.4,5.9,1670,2
461,101154,29.9,6.5,67,104,5279,3.7,4.9,1954,3
478,101115,16.4,30.7,98,290,4414,7.9,8.2,1407,3
556,100900,20.4,27.5,193,277,5081,5,9.8,2737,3
539,100498,35.7,7.9,87,188,6537,10.8,8,1323,3
1159,100374,26.2,11.3,192,182,7130,5.7,3.2,1857,4
582,100043,26.3,11.7,122,464,4693,9.4,7.1,1647,3
